"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.450121156871319 1.59573141663315 1.33565164260091 0.861036390024138 0.238934611435980 2.63111599644923 0.446497655939311 0.311914626974612 0.682146067731082 2.48058507765148
"2" 2.96354618211366 2.39776320606577 0.564612374641001 0.0338201443664730 2.26854624027822 0.017915116623044 0.572939570527524 0.537601133808494 1.44613161860945 1.33420639387788
"3" 3.12067861093168 1.56745419233102 1.54802604978654 4.61966164757438 0.624678435269743 0.202352714414398 0.169171538203955 0.484632433857769 0.298608748242259 2.34996884117339
"4" 0.169556083157659 0.487251415383071 0.464340703561902 0.0735014085155098 1.91699810876491 0.221254683611255 0.978954514298546 1.40782541573755 0.0374931991100311 0.239260399953193
"5" 0.406671477481723 0.346819709986448 0.53452574275434 0.132761070504785 0.278705770149827 0.590815083321431 0.266700480834376 0.616193509195 1.40308699002618 0.710904845045684
"6" 0.601599326042516 1.83784160382094 1.75279201372507 0.0100699793547392 1.6610136143023 1.34415299563966 0.328212591853761 1.63856149456444 0.398638894283467 0.217426639120764
"7" 0.0803164970129728 1.14058503038706 0.0596810859403829 0.0893808677792549 1.04460392888160 0.0174489216879010 0.3772528108483 0.0701097114942968 1.65268622659462 2.93183448893910
"8" 0.456825345341381 0.385284058284014 0.879443427387523 1.19504828094960 0.50686515122652 0.0812874883413315 0.504528996068984 1.07569388761641 1.56648382722380 0.206353193148971
"9" 0.161588236286903 1.72790192992601 1.23317028577895 0.96825308721037 0.435114995576441 1.67018579800838 1.10368596665086 2.29489822859380 1.49382886752223 2.17773090104077
"10" 0.289492622821266 0.290987470894515 0.482523917686194 0.528941672295332 0.371435808925369 0.0509988656267524 1.65103845103624 0.142405058340077 0.68591388175264 1.12043358567627
"11" 0.68089357111603 0.999269888694298 0.162009955383837 0.564435662236065 0.506250080293242 0.715337826531935 0.954486501361144 0.126789808355297 0.315716305281967 0.0155126797035336
"12" 0.05957089745489 0.714387721667903 0.398762385360897 0.303015747107565 1.29063634570212 0.270525810619195 3.11806154979353 2.53012247184727 0.274497154634446 0.291208972223103
"13" 0.285150457639247 0.852434650335306 1.04643534015812 2.03845521985533 0.570567737799138 0.137660732951795 1.86611591271105 0.855970354708743 0.0359482586020410 2.11271001944754
